content,x,y
ABSCHNITT 4: Erste-Hilfe-Maßnahmen,"64.629","1296.874"
ABSCHNITT 5: Maßnahmen zur Brandbekämpfung,"64.629","1565.2739"
ABSCHNITT 6: Maßnahmen bei unbeabsichtigter Freisetzung,"64.629","1928.355"
ABSCHNITT 7: Handhabung und Lagerung,"64.629","2226.1548"
ABSCHNITT 8: Begrenzung und Überwachung der Exposition/Persönliche,"64.629","2685.644"
ABSCHNITT 9: Physikalische und chemische Eigenschaften,"64.629","3268.328"
Abfallbehandlungslösungen,"64.629","4873.9946"
Aggregatzustand: Flüssig,"71.999","3306.868"
Akute dermale Toxizität:,"64.629","4073.0188"
Akute inhalative Toxizität:,"64.629","4096.419"
Akute orale Toxizität:,"64.629","4049.619"
Allgemeine Angaben:,"64.629","1325.214"
Andere Entsorgungsempfehlungen:,"64.629","4933.0537"
Anforderungen an Lagerräume und Behälter:,"64.629","2454.895"
Anstrichmittel,"70.298","300.73596"
Anwendungstechnik,"70.298","350.23596"
"Artikel-Nr.:","64.629","241.336"
Aspirationsgefahr:,"64.629","4478.562"
Atemschutz ist erforderlich bei: Aerosol- oder Nebelbildung,"70.298","3167.468"
Atemschutz:,"64.629","3156.668"
"Aufgrund der verfügbaren Daten sind die Einstufungskriterien nicht erfüllt.","70.298","4372.362"
"Aufgrund der verfügbaren Daten sind die Einstufungskriterien nicht erfüllt.","70.298","4395.7617"
"Aufgrund der verfügbaren Daten sind die Einstufungskriterien nicht erfüllt.","70.298","4419.1616"
Augen-/Gesichtsschutz:,"64.629","3077.468"
"Augenarzt konsultieren.","70.298","1438.614"
"Aus dem Wasser schwer eliminierbar.","70.298","4688.854"
"Ausreichende Lagerraumbelüftung sicherstellen.","70.298","2334.895"
Ausrufezeichen,"177.90999","725.4459"
Aussehen,"64.629","3296.409"
"BEI BERÜHRUNG MIT DER HAUT: Mit viel Wasser und Seife waschen.","157.647","1084.947"
"BEI KONTAKT MIT DEN AUGEN: Einige Minuten lang behutsam mit Wasser spülen. Eventuell","157.647","1096.647"
"Bearbeitungsdatum: 20.06.2016 Version: 1.0.0.1 Druckdatum: 07.03.2018","64.629","85.50299"
"Bearbeitungsdatum: 20.06.2016 Version: 1.0.0.1 Druckdatum: 07.03.2018","64.629","927.39197"
"Bearbeitungsdatum: 20.06.2016 Version: 1.0.0.1 Druckdatum: 07.03.2018","64.629","1769.281"
"Bearbeitungsdatum: 20.06.2016 Version: 1.0.0.1 Druckdatum: 07.03.2018","64.629","2611.17"
"Bearbeitungsdatum: 20.06.2016 Version: 1.0.0.1 Druckdatum: 07.03.2018","64.629","3453.0588"
"Bearbeitungsdatum: 20.06.2016 Version: 1.0.0.1 Druckdatum: 07.03.2018","64.629","4294.9478"
"Bearbeitungsdatum: 20.06.2016 Version: 1.0.0.1 Druckdatum: 07.03.2018","64.629","5136.837"
"Bearbeitungsdatum: 20.06.2016 Version: 1.0.0.1 Druckdatum: 07.03.2018","64.629","5978.7256"
"Behälter dicht geschlossen halten und an einem kühlen, gut gelüfteten Ort aufbewahren.","70.298","2418.895"
"Bei Augenkontakt die Augen bei geöffneten Lidern ausreichend lange mit Wasser spülen, dann sofort","70.298","1427.814"
"Bei Berührung mit der Haut sofort abwaschen mit viel Wasser und Seife. Bei Hautreizung oder -","70.298","1393.614"
Bei Hautkontakt:,"64.629","1382.814"
"Bei Hautreizung: Ärztlichen Rat einholen/ärztliche Hilfe hinzuziehen.","157.647","1117.947"
"Bei bestimmungsgemäßer Handhabung und Lagerung treten keine gefährlichen Reaktionen auf.","70.298","3799.273"
"Bei der Arbeit geeignete Schutzkleidung, Schutzhandschuhe und Schutzbrille/Gesichtsschutz tragen.","70.298","3111.668"
"Bei der Arbeit nicht essen, trinken, rauchen. Kontakt mit Augen und Haut ist zu vermeiden.","70.298","2381.095"
Bemerkung,"403.043","3497.7139"
"Berufsgenossenschaftliche Regeln (BGR): 190, 192, 195","70.298","5590.099"
Beschäftigungsbeschränkungen nach der Mutterschutzrichtlinienverordnung (92/85/EWG) für werdende,"70.298","5473.851"
"Besondere Rutschgefahr durch auslaufendes/verschüttetes Produkt.","70.298","1990.2949"
"Betroffenen aus dem Gefahrenbereich bringen und hinlegen. Beschmutzte, getränkte Kleidung sofort","70.298","1336.0139"
Brandschutzmaßnahmen:,"64.629","2300.6948"
"Bürozeiten besetzt.)","72.598","483.93597"
"CAS-Nr.","69.897","3994.1138"
"CAS-Nr.","69.897","4560.003"
"CAS-Nr.","69.897","4766.4946"
"CAS-Nr.: 1305-62-0","69.897","1253.647"
"CAS-Nr.: 1305-62-0","149.647","2811.605"
"CAS-Nr.: 1305-62-0","149.647","2850.413"
"CAS-Nr.: 1305-62-0","69.897","2968.629"
"CAS-Nr.: 1305-62-0","69.897","2995.201"
Calciumdihydroxid,"184.047","1252.0469"
Calciumdihydroxid,"149.647","2802.005"
Calciumdihydroxid,"149.647","2840.813"
Calciumdihydroxid,"69.897","2959.029"
Calciumdihydroxid,"69.897","2985.601"
Calciumdihydroxid,"126.589005","4006.314"
Calciumdihydroxid,"126.589005","4572.2026"
Calciumdihydroxid,"126.589005","4778.695"
DNEL Wert,"280.16797","2919.721"
Dampfdichte,"69.897","3646.1138"
Dampfdruck,"69.897","3634.4138"
"Darf nicht in die Hände von Kindern gelangen.","157.647","1013.24695"
"Das Produkt selbst brennt nicht. Besondere Rutschgefahr durch auslaufendes/verschüttetes Produkt.","70.298","1825.095"
Der Stoff im Gemisch erfüllt nicht die PBT/vPvB,"335.378","4778.695"
"Der Stoff ist unter den empfohlenen Lagerungs-, Verwendungs- und Temperaturbedingungen chemisch","70.298","3824.473"
"Der Stoff ist unter den empfohlenen Lagerungs-, Verwendungs- und Temperaturbedingungen chemisch","70.298","3936.0728"
"Die Einstufungskriterien für diese Gefahrenklasse entsprechen nicht der Definition.","70.298","4060.419"
"Die Einstufungskriterien für diese Gefahrenklasse entsprechen nicht der Definition.","70.298","4083.8188"
"Die Einstufungskriterien für diese Gefahrenklasse entsprechen nicht der Definition.","70.298","4107.2188"
"Die Einstufungskriterien für diese Gefahrenklasse entsprechen nicht der Definition.","70.298","4465.962"
"Die Einstufungskriterien für diese Gefahrenklasse entsprechen nicht der Definition.","70.298","4489.362"
"Dieser Stoff erfüllt nicht die PBT-/vPvB-Kriterien der REACH-Verordnung, Annex XIII.","70.298","1170.406"
"Dr. Margret Drathen, 24h: +49-(0)2351-95 3 95, +49-(0)2351-95 3 95 (Diese Nummer ist nur zu","72.598","473.13596"
"E-Mail (fachkundige Person): anwendungstechnik@ecotec-naturfarben.com","70.298","445.63596"
"E-Mail: info@ecotec-naturfarben.com","70.298","420.43597"
"EC50: 184,57 mg/l 3 d (Alge/Wasserpflanze)","335.378","4586.776"
"EC50: 49,1 mg/l 2 d (Krebstiere)","335.378","4573.8027"
"EG-Nr.: 215-137-3","69.897","1264.8469"
"Einstufung gemäß Verordnung (EG) Nr. 1272/2008 [CLP]","184.047","1239.8469"
"Einstufung gemäß Verordnung (EG) Nr. 1272/2008 [CLP]:","64.629","533.23596"
"Einstufung gemäß Verordnung (EG) Nr. 1272/2008 [CLP]:","64.629","6021.9395"
Einstufungs-,"449.263","546.07697"
Einstufungs-,"449.263","6034.781"
"Entsorgung gemäß den behördlichen Vorschriften.","70.298","4861.654"
"Entsorgung gemäß den behördlichen Vorschriften.","70.298","4920.4536"
Ergebnisse der PBT- und vPvB-Beurteilung,"335.378","4766.4946"
"Es liegen keine Informationen vor.","70.298","1848.4949"
"Es liegen keine Informationen vor.","70.298","3190.868"
"Es liegen keine Informationen vor.","70.298","3885.6729"
"Es liegen keine Informationen vor.","70.298","4739.254"
"Es sind keine besonderen Maßnahmen erforderlich.","70.298","2311.4949"
"Exotherme Reaktion mit: Säuren a. n. g.","70.298","3860.473"
Farbe: weiß,"312.094","3306.868"
Flammpunkt,"69.897","3578.014"
"Für Frischluft sorgen. Bei Reizung der Atemwege Arzt aufsuchen.","70.298","1370.2139"
Für Reinigung:,"64.629","2135.4949"
Für Rückhaltung:,"64.629","2112.095"
"Für diesen Stoff wurde keine Stoffsicherheitsbeurteilung durchgeführt.","70.298","5615.299"
GHS05,"95.701","715.50494"
GHS07,"191.739","715.50494"
Geeignete Löschmittel:,"64.629","1593.614"
Gefahr H315-H318-H335,"208.983","1264.375"
Gefahrenhinweise,"235.729","546.07697"
Gefahrenhinweise,"235.729","6034.781"
Gefahrenhinweise,"69.897","6139.781"
Gefahrenhinweise für Gesundheitsgefahren,"69.897","947.647"
Gefahrenklassen und Gefahren-,"69.897","546.07697"
Gefahrenklassen und Gefahren-,"69.897","6034.781"
Gefahrenpiktogramme:,"64.629","662.03595"
Gefrierpunkt,"69.897","3542.9138"
Gefährliche Inhaltsstoffe / Gefährliche Verunreinigungen / Stabilisatoren:,"64.629","1217.406"
Gefährliche Verbrennungsprodukte:,"64.629","1837.695"
"Geprüfte Schutzhandschuhe sind zu tragen DIN EN 374 . Bei beabsichtigter Wiederverwendung","70.298","3122.468"
Germany,"70.298","382.63596"
Geruch: geruchslos,"71.999","3472.8728"
"Gestellbrille mit Seitenschutz DIN EN 166.","70.298","3088.268"
Gew-%,"471.36798","1261.647"
"Gewässer, Boden oder Kanalisation zuständige Behörden benachrichtigen.","70.298","2085.095"
Grenzwerttyp,"69.897","2738.225"
H315,"69.897","959.847"
H315,"69.897","6151.9805"
"H315: Verursacht Hautreizungen.","235.729","567.87695"
"H315: Verursacht Hautreizungen.","235.729","6056.5806"
H318,"69.897","971.547"
H318,"69.897","6163.6807"
"H318: Verursacht schwere Augenschäden.","235.729","589.177"
"H318: Verursacht schwere Augenschäden.","235.729","6077.881"
H335,"69.897","983.24695"
H335,"69.897","6175.381"
"H335: Kann die Atemwege reizen.","235.729","610.4769"
"H335: Kann die Atemwege reizen.","235.729","6099.1807"
Handelsname/Bezeichnung:,"64.629","213.53595"
"Handschuhe vor dem Ausziehen reinigen und gut durchlüftet aufbewahren. Durchbruchszeiten und","70.298","3133.268"
Hautschutz:,"64.629","3100.868"
Hinweise zum sicheren Umgang:,"64.629","2266.4949"
Hinweise zur allgemeinen Industriehygiene,"64.629","2370.636"
IOELV (EU),"69.897","2802.005"
Kalkofenweg 2,"70.298","361.03598"
"Kann die Atemwege reizen.","157.647","983.24695"
"Kann die Atemwege reizen.","70.298","4442.562"
"Kann die Atemwege reizen.","157.647","6175.381"
Karzinogenität:,"64.629","4384.962"
Keimzellmutagenität:,"64.629","4361.5615"
"Kein Gefahrgut im Sinne dieser Transportvorschriften.","62.927998","5176.151"
Keine Daten verfügbar,"70.298","2666.984"
Keine Daten verfügbar,"70.298","2894.88"
Keine Daten verfügbar,"70.298","3249.668"
Keine Daten verfügbar,"70.298","3754.0728"
Keine Daten verfügbar,"70.298","4512.7617"
Keine Daten verfügbar,"70.298","4714.0537"
Keine Daten verfügbar,"70.298","4816.4536"
Keine Daten verfügbar,"70.298","4969.0537"
Keine Daten verfügbar,"70.298","5640.499"
Keine Daten verfügbar,"70.298","5736.099"
Keine Daten verfügbar,"70.298","6203.5396"
Keine Daten verfügbar,"70.298","6228.7397"
"Kennzeichnung gemäß Verordnung (EG) Nr. 1272/2008 [CLP]","64.629","649.777"
"Kontaminierte Kleidung ausziehen und vor erneutem Tragen waschen.","157.647","1129.647"
"Kontaminiertes Löschwasser getrennt sammeln. Nicht in die Kanalisation oder Gewässer gelangen","70.298","1898.895"
Konzen-,"471.36798","1230.247"
"Kriterien gemäß REACH, Anhang XIII.","335.378","4788.295"
"Kühl und trocken lagern. Behälter dicht geschlossen halten.","70.298","2465.6948"
LC50: 158 mg/l 4 d (Krebstiere),"335.378","4612.7217"
"LC50: 50,6 mg/l 4 d (Fisch)","335.378","4599.749"
"LD50 dermal: >2.500 mg/kg (Kaninchen) OECD","335.378","4007.9138"
"LD50 oral: =2.500 mg/kg (Kaninchen) OECD 402","335.378","4030.4868"
Lieferant (Hersteller/Importeur/Alleinvertreter/nachgeschalteter Anwender/Händler):,"64.629","327.73596"
"Löschmaßnahmen auf die Umgebung abstimmen.","70.298","1604.414"
Maßnahmen zur Verhinderung von Aerosol- und Staubbildung:,"64.629","2324.095"
Methode,"329.49298","3497.7139"
"Mindestschutzmaßnahmen nach TRGS 500, 510, 900","70.298","5579.299"
"Mit flüssigkeitsbindendem Material (Sand, Kieselgur, Säurebinder, Universalbinder) aufnehmen.","70.298","2122.895"
"Mit reichlich Wasser abwaschen.","70.298","2146.295"
"Mund ausspülen. Reichlich Wasser in kleinen Schlucken trinken lassen (Verdünnungseffekt). Bei","70.298","1462.0139"
Mögliche schädliche Wirkungen auf den Menschen und mögliche Symptome:,"64.629","1159.606"
"NOEC: 1.080 mg/l 21 d (Alge/Wasserpflanze)","335.378","4636.8945"
NOEC: 32 mg/l 12 d (Krebstiere),"335.378","4625.695"
NOEC: 48 mg/l 3 d (Alge/Wasserpflanze),"335.378","4648.0947"
Nach Augenkontakt:,"64.629","1417.0139"
Nach Einatmen:,"64.629","1359.414"
"Nach Gebrauch Hände gründlich waschen.","157.647","1043.247"
Nach Verschlucken:,"64.629","1451.2139"
"Nicht in die Kanalisation gelangen lassen.","70.298","2358.295"
"Nicht in die Kanalisation gelangen lassen.","70.298","4943.854"
"Nicht in die Kanalisation oder Gewässer gelangen lassen. Bei Gasaustritt oder bei Eindringen in","70.298","2074.295"
"Nur im Originalbehälter aufbewahren/lagern. Ungeeignetes Material für Behälter/Anlagen: Aluminium.","70.298","2442.295"
Obere/untere Entzündbarkeits-,"69.897","3613.1138"
P102,"69.897","1013.24695"
"P264.1","69.897","1043.247"
"P280.4","69.897","1054.947"
"P302 + P352.1","69.897","1084.947"
P305 + P351 +,"69.897","1096.647"
P332 + P313,"69.897","1117.947"
P338,"69.897","1106.247"
P362 + P364,"69.897","1129.647"
Parameter,"69.897","3497.7139"
Personenbezogene Vorsichtsmaßnahmen:,"64.629","1979.4949"
"Persönliche Schutzausrüstung tragen (siehe Abschnitt 8). Berührung mit der Haut vermeiden. Berührung","70.298","2277.295"
"Persönliche Schutzausrüstung verwenden.","70.298","1496.2139"
Persönliche Schutzausrüstung:,"64.629","2038.2949"
Persönliche Schutzausrüstung: siehe Abschnitt 8,"70.298","2049.095"
Produktidentifikatoren,"69.897","1230.247"
"Quelleigenschaften des Materials sind zu berücksichtigen.","70.298","3144.0679"
Rechtsvorschriften für den Stoff oder das Gemisch,"64.629","5438.451"
Relative Dichte,"69.897","3657.814"
Reproduktionstoxizität:,"64.629","4408.362"
Sachgerechte Entsorgung / Produkt:,"64.629","4886.254"
Sachgerechte Entsorgung / Verpackung:,"64.629","4909.654"
Schmelzpunkt,"69.897","3531.2139"
Schutzausrüstung:,"64.629","2002.895"
Schutzausrüstungen,"64.629","2697.644"
"Schutzhandschuhe/Schutzkleidung und Augenschutz/Gesichtsschutz tragen.","157.647","1054.947"
"Schutzhandschuhe/Schutzkleidung/Augenschutz/Gesichtsschutz tragen.","70.298","2013.695"
Schutzmaßnahmen,"64.629","2254.2358"
Schwere Augenschädigung/-reizung,"69.897","589.177"
Schwere Augenschädigung/-reizung,"69.897","6077.881"
Schwere Augenschädigung/-reizung:,"64.629","4314.7617"
Schüttdichte,"69.897","3669.514"
Seite 1/8,"509.155","51.661987"
Seite 2/8,"509.155","893.55096"
Seite 3/8,"509.155","1735.44"
Seite 4/8,"509.155","2577.329"
Seite 5/8,"509.155","3419.2178"
Seite 6/8,"509.155","4261.107"
Seite 7/8,"509.155","5102.996"
Seite 8/8,"509.155","5944.885"
Selbstschutz des Ersthelfers:,"64.629","1485.414"
Sensibilisierung von Atemwegen oder Haut:,"64.629","4338.1616"
Sichere Handhabung: siehe Abschnitt 7 Persönliche Schutzausrüstung: siehe Abschnitt 8 Entsorgung:,"70.298","2171.4949"
"Sicherheitsdatenblatt gemäß Verordnung (EG) Nr. 1907/2006 (REACH)","64.629","51.661987"
"Sicherheitsdatenblatt gemäß Verordnung (EG) Nr. 1907/2006 (REACH)","64.629","153.19598"
"Sicherheitsdatenblatt gemäß Verordnung (EG) Nr. 1907/2006 (REACH)","64.629","893.55096"
"Sicherheitsdatenblatt gemäß Verordnung (EG) Nr. 1907/2006 (REACH)","64.629","1735.44"
"Sicherheitsdatenblatt gemäß Verordnung (EG) Nr. 1907/2006 (REACH)","64.629","2577.329"
"Sicherheitsdatenblatt gemäß Verordnung (EG) Nr. 1907/2006 (REACH)","64.629","3419.2178"
"Sicherheitsdatenblatt gemäß Verordnung (EG) Nr. 1907/2006 (REACH)","64.629","4261.107"
"Sicherheitsdatenblatt gemäß Verordnung (EG) Nr. 1907/2006 (REACH)","64.629","5102.996"
"Sicherheitsdatenblatt gemäß Verordnung (EG) Nr. 1907/2006 (REACH)","64.629","5944.885"
Sicherheitshinweise,"69.897","1001.047"
Sicherheitshinweise Prävention,"69.897","1031.047"
Sicherheitshinweise Reaktion,"69.897","1072.747"
Sicherheitsrelevante Basisdaten,"64.629","3485.2139"
Siedebeginn und Siedebereich,"69.897","3554.6138"
"Siehe Abschnitt 7. Es sind keine darüber hinausgehenden Maßnahmen erforderlich.","70.298","3052.868"
"Siehe Übersichtstabelle unter www.euphrac.eu","70.298","5710.899"
Signalwort: Gefahr,"64.629","739.50494"
Sonstige EU-Vorschriften:,"64.629","5463.051"
"Sonstige Vorschriften, Beschränkungen und Verbotsverordnungen","64.629","5568.84"
Spezifische Zielorgan-Toxizität bei,"69.897","610.4769"
Spezifische Zielorgan-Toxizität bei,"69.897","6099.1807"
Spezifische Zielorgan-Toxizität bei einmaliger Exposition:,"64.629","4431.7617"
Spezifische Zielorgan-Toxizität bei wiederholter Exposition:,"64.629","4455.1616"
"Starke Säure , Aluminium , Messing .","70.298","3910.8728"
Stoffname,"184.047","1230.247"
Stoffname,"149.647","2738.225"
Stoffname,"69.897","2919.721"
Stoffname,"126.589005","3994.1138"
Stoffname,"126.589005","4560.003"
Stoffname,"126.589005","4766.4946"
Sumpfkalk,"65.544","62.25"
Sumpfkalk,"69.629","227.19598"
Sumpfkalk,"65.544","904.139"
Sumpfkalk,"65.544","1746.028"
Sumpfkalk,"65.544","2587.917"
Sumpfkalk,"65.544","3429.806"
Sumpfkalk,"65.544","4271.695"
Sumpfkalk,"65.544","5113.584"
Sumpfkalk,"65.544","5955.4727"
"Symptomatische Behandlung.","70.298","1546.614"
TRGS 900 (DE),"69.897","2840.813"
Technische Maßnahmen und Lagerbedingungen:,"64.629","2408.095"
Telefax: +49-(0)2351-95 3 999,"70.298","407.83597"
Telefon: +49-(0)2351-95 3 95,"70.298","395.23596"
Thermische Gefahren:,"64.629","3180.0679"
Toxikologische Angaben,"335.378","3994.1138"
Toxikologische Angaben,"335.378","4560.003"
"Umgebungsluftunabhängiges Atemschutzgerät und Chemikalienschutzanzug tragen.","70.298","1873.695"
Umweltschutzmaßnahmen:,"64.629","2347.4949"
Ungeeignete Löschmittel:,"64.629","1789.095"
Unternehmens,"64.629","185.19598"
"Unwohlsein ärztlichen Rat einholen/ärztliche Hilfe hinzuziehen.","70.298","1472.814"
Verdampfungsgeschwindigkeit,"69.897","3589.7139"
Verpackungsmaterialien:,"64.629","2431.4949"
"Verschüttete Mengen aufnehmen. In geeigneten, geschlossenen Behältern sammeln und zur Entsorgung","70.298","3213.668"
Verteilungskoeffizient n-Octanol/ nicht bestimmt,"69.897","3692.9138"
"Verursacht Hautreizungen.","157.647","959.847"
"Verursacht Hautreizungen.","70.298","4130.619"
"Verursacht Hautreizungen.","157.647","6151.9805"
"Verursacht schwere Augenschäden.","157.647","971.547"
"Verursacht schwere Augenschäden.","70.298","4325.5615"
"Verursacht schwere Augenschäden.","157.647","6163.6807"
Verwendung des Stoffs/Gemischs:,"64.629","289.93597"
"Viskosität, dynamisch","69.897","3714.2139"
"Viskosität, kinematisch","69.897","3725.9138"
"Vor Hitze schützen. Schützen gegen: Frost","70.298","2641.784"
WGK:,"64.629","5545.6987"
Wasser,"69.897","3702.514"
Wassergefährdungsklasse (WGK),"64.629","5533.44"
Wasserlöslichkeit (g/L),"69.897","3681.2139"
Wasservollstrahl,"70.298","1799.8949"
"Webseite: www.volvox.de","70.298","433.03598"
"Wegen einer Abfallentsorgung den zuständigen zugelassenen Entsorger ansprechen.","70.298","4897.0537"
Weitere Angaben zu Lagerbedingungen:,"64.629","2630.984"
"Wortlaut der H- und EUH-Sätze: siehe Abschnitt 16.","62.927998","1278.214"
Zersetzungstemperatur (°C):,"69.897","3566.314"
"Zur Vermeidung einer Kontamination der Umwelt geeigneten Behälter verwenden.","70.298","2207.4949"
Zusätzliche Angaben:,"64.629","4501.962"
Zusätzliche Angaben:,"64.629","4678.0537"
Zündtemperatur in °C,"69.897","3601.4138"
[DE] Nationale Vorschriften,"80.029","5520.616"
anzuwendende Verfahren,"64.629","1954.895"
"ausschlag: Ärztlichen Rat einholen/ärztliche Hilfe hinzuziehen.","70.298","1404.414"
"ausziehen.","70.298","1346.814"
bei,"295.32797","3497.7139"
"bringen. Entsorgung: siehe Abschnitt 13","70.298","3224.468"
de / DE,"515.859","796.83"
de / DE,"515.859","1638.719"
de / DE,"515.859","2480.608"
de / DE,"515.859","3322.497"
de / DE,"515.859","4164.3857"
de / DE,"515.859","5006.275"
de / DE,"515.859","5848.164"
de / DE,"515.859","6690.0527"
denen abgeraten wird,"64.629","277.336"
ecotec Naturfarben GmbH,"70.298","339.43597"
einmaliger Exposition (STOT SE 3),"69.897","620.07697"
